"","ID","Year","Month","Lat","Lon","Depth","Catch_w","Catch_n","Catch_w_m","Catch_w_f","Tow_length_nm","Sample_size","Female","Male","Juvenile","Adult","Female2","Male2","Juvenile2","Adult2","Day","DOY"
"1438","201412",2014,5,43.2411,-70.57358,10.5,5.42,18,2.34,3.08,0.841,18,7,11,1,17,7,11,1,17,7,127
"1439","201413",2014,5,43.2959,-70.49872,18.5,4.16,18,2.04,2.12,0.835,18,10,8,0,18,10,8,0,18,7,127
"1440","201414",2014,5,43.20213,-70.40662,40,14.82,77,8.28,6.54,0.8294,77,34,43,5,72,34,43,5,72,7,127
"1441","201415",2014,5,43.1665,-70.45753,31.7,9.64,40,3.62,6.02,0.5862,40,25,15,2,38,25,15,2,38,7,127
"1442","201416",2014,5,43.19057,-70.2241,63.9,5.62,13,3.16,2.46,0.8166,13,6,7,0,13,6,7,0,13,8,128
"1443","201417",2014,5,43.25805,-70.19025,67.7,1.62,4,0.4,1.22,0.7988,4,3,1,0,4,3,1,0,4,8,128
"1444","201418",2014,5,43.28238,-70.28435,48.8,14.71,57,8.26,6.45,0.7236,57,24,33,0,57,24,33,0,57,8,128
"1445","201419",2014,5,43.3412,-70.23002,42.2,34.04,125,17.64,16.4,0.6072,125,59,66,7,118,59,66,7,118,8,128
"1446","20142",2014,5,42.88628,-70.67158,33.1,27.78,107,18.88,8.9,0.6231,107,45,62,9,98,45,62,9,98,5,125
"1447","201420",2014,5,43.37282,-70.1035,73.2,5.26,12,1.42,3.84,0.8319,12,7,5,0,12,7,5,0,12,8,128
"1448","201421",2014,5,43.39748,-70.12438,60.3,7.12,25,4.24,2.88,0.7649,25,10,15,0,25,10,15,0,25,8,128
"1449","201422",2014,5,43.448217,-70.18975,49.4,29.12,151,18.02,11.1,0.8293,151,62,89,22,129,62,89,22,129,9,129
"1450","201423",2014,5,43.42332,-70.29108,32.4,66.8,324,36.88,29.92,0.785,324,153,171,16,308,153,171,16,308,9,129
"1451","201424",2014,5,43.50425,-70.35162,7,0.32,1,0.32,0,0.8092,1,0,1,0,1,0,1,0,1,9,129
"1452","201425",2014,5,43.50365,-70.25657,22.5,4.24,23,2.98,1.26,0.8333,23,9,14,1,22,9,14,1,22,9,129
"1453","201426",2014,5,43.71125,-70.17613333,8.7,5.28,24,3,2.28,0.8417,24,12,12,5,19,12,12,5,19,12,132
"1454","201427",2014,5,43.77613,-70.02635,8.8,15.04,74,10.36,4.68,0.7929,74,24,50,7,67,24,50,7,67,12,132
"1455","201428",2014,5,43.64933,-70.00807,29.2,25.14,93,8.78,16.36,0.737,93,60,33,5,88,60,33,5,88,12,132
"1456","201429",2014,5,43.65715,-69.91098,28.6,23.64,106,13.92,9.72,0.855,106,46,60,10,96,46,60,10,96,12,132
"1457","20143",2014,5,42.90045,-70.5951,41.8,12.46,42,8.3,4.16,0.8601,42,14,28,2,40,14,28,2,40,5,125
"1458","201430",2014,5,43.72557,-69.8654,5.3,2.52,10,1.66,0.86,0.8261,10,4,6,1,9,4,6,1,9,12,132
"1459","201431",2014,5,43.56932,-69.95583,53.1,25.76,120,11.96,13.8,0.82,120,63,57,15,105,63,57,15,105,13,133
"1460","201432",2014,5,43.47415,-69.9216,72.1,0.84,2,0.84,0,0.8205,2,0,2,0,2,0,2,0,2,13,133
"1461","201433",2014,5,43.50007,-69.7488,68.9,4.5,6,0,4.5,0.8236,6,6,0,0,6,6,0,0,6,13,133
"1462","201434",2014,5,43.57158,-69.81267,65.2,7.7,22,4.18,3.52,0.8645,22,8,14,0,22,8,14,0,22,13,133
"1463","201435",2014,5,43.59757,-69.8813,46.5,41.9,159,25.96,15.94,0.8192,159,59,100,7,152,59,100,7,152,13,133
"1464","201436",2014,5,43.63407,-69.75555,45.4,38.28,186,19.8,18.48,0.5961,186,89,97,21,165,89,97,21,165,14,134
"1465","201437",2014,5,43.70512,-69.746,17.4,86.06,289,43.64,42.42,0.684,289,140,149,2,287,140,149,2,287,14,134
"1466","201438",2014,5,43.77593,-69.71697,11.6,22.08,79,14.56,7.52,0.9138,79,27,52,4,75,27,52,4,75,14,134
"1467","201439",2014,5,43.80383,-69.69972,26.1,7.41,39,4.06,3.35,0.407,39,20,19,11,28,20,19,11,28,14,134
"1468","20144",2014,5,42.94017,-70.52378,46.2,10.1,34,5.22,4.88,0.8104,34,16,18,0,34,16,18,0,34,5,125
"1469","201440",2014,5,43.69737,-69.68538,38.1,34.3,221,18.66,15.64,0.8366,221,112,109,58,163,112,109,58,163,15,135
"1470","201441",2014,5,43.54773,-69.56877,84.3,4.2,5,0,4.2,0.8332,5,5,0,0,5,5,0,0,5,15,135
"1471","201442",2014,5,43.66362,-69.52432,71.4,9.24,24,4.28,4.96,0.8259,24,13,11,0,24,13,11,0,24,15,135
"1472","201443",2014,5,43.68608,-69.51313,70.2,10.84,34,6.12,4.72,0.8276,34,15,19,0,34,15,19,0,34,15,135
"1473","201444",2014,5,43.72835,-69.50903,59.2,42.06,196,22.34,19.72,0.8106,196,88,108,15,181,88,108,15,181,15,135
"1474","201445",2014,5,43.79198,-69.49463,50.5,57.74,445,27.96,29.78,0.7961,445,224,221,164,281,224,221,164,281,16,136
"1475","201446",2014,5,43.86743,-69.47307,25.4,47.52,300,28.22,19.3,0.6992,300,129,171,76,224,129,171,76,224,16,136
"1476","201447",2014,5,43.82847,-69.4891,38.6,58.18,394,31.46,26.72,0.8168,394,178,216,175,219,178,216,175,219,16,136
"1477","201448",2014,5,43.87263,-69.327,16.9,8.36,40,4.04,4.32,0.838,40,20,20,8,32,20,20,8,32,16,136
"1478","201449",2014,5,43.85568,-69.27793,37.2,114.74,820,65.45,49.29,0.8254,820,390,430,345,475,390,430,345,475,16,136
"1479","20145",2014,5,42.98975,-70.6352,11.3,7.02,20,4.46,2.56,0.6078,20,8,12,1,19,8,12,1,19,5,125
"1480","201450",2014,5,43.74388,-69.15335,54.4,64.65,262,32.82,31.83,0.8243,262,117,145,11,251,117,145,11,251,19,139
"1481","201451",2014,5,43.73197,-69.07662,52.2,72.94,285,39.82,33.12,0.68,285,129,156,10,275,129,156,10,275,19,139
"1482","201452",2014,5,43.79933,-69.07427,45,67.82,355,37.25,30.57,0.7986,355,163,192,47,308,163,192,47,308,19,139
"1483","201453",2014,5,43.8754,-69.23968,35,140.19,911,84.09,56.1,0.6235,911,401,510,324,587,401,510,324,587,19,139
"1484","201454",2014,5,44.11958,-69.0549,19.2,105.49,506,61.71,43.78,0.8626,506,223,283,61,445,223,283,61,445,20,140
"1485","201455",2014,5,44.2113,-69.0079,27,77.02,362,49.42,27.6,0.8572,362,139,223,28,334,139,223,28,334,20,140
"1486","201456",2014,5,44.26877,-68.89005,23.3,16.16,63,11.74,4.42,0.8656,63,20,43,2,61,20,43,2,61,20,140
"1487","201457",2014,5,44.29565,-68.76958,16.9,0.32,1,0.32,0,0.8019,1,0,1,0,1,0,1,0,1,20,140
"1488","201458",2014,5,44.30852,-68.87933,17.8,9.5,31,5.78,3.72,0.8828,31,12,19,5,26,12,19,5,26,20,140
"1489","201459",2014,5,43.64133,-69.13607,79.5,1.72,2,0,1.72,0.6669,2,2,0,0,2,2,0,0,2,21,141
"1490","20146",2014,5,42.97435,-70.40483,62.6,6.56,16,2.02,4.54,0.8433,16,10,6,0,16,10,6,0,16,6,126
"1491","201460",2014,5,43.53657,-68.96463,56.7,18.76,42,4.94,13.82,0.8262,42,26,16,0,42,26,16,0,42,21,141
"1492","201461",2014,5,43.61223,-68.9402,70,10.73,21,4.18,6.55,0.7654,21,12,9,0,21,12,9,0,21,21,141
"1493","201462",2014,5,43.61547,-68.84828,68.5,18.12,18,10.62,7.5,0.664,18,13,5,0,18,13,5,0,18,21,141
"1494","201463",2014,5,43.91718,-68.75403,54.1,117.78,558,68.74,49.04,0.8469,558,239,319,70,488,239,319,70,488,22,142
"1495","201464",2014,5,43.84532,-68.6275,57.6,47.73,168,20.03,27.7,0.7364,168,97,71,7,161,97,71,7,161,22,142
"1496","201465",2014,5,43.83588,-68.54952,63.9,18.56,48,5.66,12.9,0.8248,48,30,18,0,48,30,18,0,48,22,142
"1497","201466",2014,5,43.78403,-68.66562,58.8,42.56,117,18.14,24.42,0.7925,117,67,50,1,116,67,50,1,116,22,142
"1498","201467",2014,5,43.85152,-68.74148,54.1,57.14,321,29.44,27.7,0.5924,321,154,167,109,212,154,167,109,212,22,142
"1499","201468",2014,5,43.98713,-68.75332,37.9,122.73,813,65.02,57.71,0.7497,813,378,435,277,536,378,435,277,536,23,143
"1500","201469",2014,5,44.10082,-68.77268,15.6,77.72,333,42.78,34.94,0.8079,333,163,170,40,293,163,170,40,293,23,143
"1501","20147",2014,5,43.03643,-70.41353,52.3,46.89,134,22.4,24.49,0.7874,134,66,68,0,134,66,68,0,134,6,126
"1502","201470",2014,5,44.14623,-68.76037,28.7,133.08,561,75.66,57.42,0.8814,561,253,308,49,512,253,308,49,512,23,143
"1503","201471",2014,5,44.15698,-68.79382,8.6,34.16,135,21.86,12.3,0.7728,135,54,81,6,129,54,81,6,129,23,143
"1504","201472",2014,5,43.93367,-68.4498,57.4,58.22,180,26.7,31.52,0.7963,180,96,84,4,176,96,84,4,176,26,146
"1505","201473",2014,5,43.99258,-68.44,46.8,72.4,322,36.73,35.67,0.8512,322,159,163,35,287,159,163,35,287,26,146
"1506","201474",2014,5,44.10563,-68.48542,10.5,56.08,197,26.96,29.12,0.6833,197,101,96,8,189,101,96,8,189,26,146
"1507","201475",2014,5,44.26273,-68.49355,20.4,169.84,754,106.48,63.36,0.724,754,292,462,70,684,292,462,70,684,27,147
"1508","201476",2014,5,44.39133,-68.51572,13,5.12,18,3.58,1.54,0.8533,18,6,12,0,18,6,12,0,18,27,147
"1509","201477",2014,5,44.21313,-68.43935,15.1,158.17,770,89.91,68.26,0.8175,770,354,416,141,629,354,416,141,629,27,147
"1510","201478",2014,5,44.14603,-68.26493,27.2,553.55,2313,216.79,336.76,0.5543,1564,981,583,96,1468,1450.80115089514,862.198849104859,141.97442455243,2171.02557544757,27,147
"1511","201479",2014,5,44.17963,-68.27713,21,172.22,872,85.18,87.04,0.8029,872,426,446,203,669,426,446,203,669,27,147
"1512","20148",2014,5,43.12332,-70.35123,59.4,14.46,43,10.32,4.14,0.8213,43,13,30,0,43,13,30,0,43,6,126
"1513","201480",2014,5,44.05728,-68.24568,49.6,54.74,218,23.94,30.8,0.6639,218,117,101,12,206,117,101,12,206,28,148
"1514","201481",2014,5,44.06262,-68.12593,54.5,41.74,151,17.44,24.3,0.7985,151,80,71,7,144,80,71,7,144,29,149
"1515","201482",2014,5,44.0503,-68.06457,59,22.98,57,11.36,11.62,0.965,57,28,29,0,57,28,29,0,57,29,149
"1516","201483",2014,5,44.02625,-68.00162,83.3,28.13,62,8.45,19.68,0.6903,62,42,20,0,62,42,20,0,62,29,149
"1517","201484",2014,5,44.14877,-68.1073,49.8,74.36,394,37.14,37.22,0.865,394,197,197,86,308,197,197,86,308,29,149
"1518","201485",2014,5,44.18632,-68.03518,46.4,36.46,182,18.28,18.18,0.8152,182,90,92,21,161,90,92,21,161,29,149
"1519","201486",2014,5,44.21623,-68.06653,41.3,83.37,481,45.71,37.66,0.6971,481,230,251,88,393,230,251,88,393,29,149
"1520","201487",2014,5,44.28565,-68.13107,35,110.42,662,66.68,43.74,0.6457,662,300,362,207,455,300,362,207,455,30,150
"1521","201488",2014,5,44.24857,-68.1026,35.9,65.68,452,32.88,32.8,0.6292,452,228,224,163,289,228,224,163,289,30,150
"1522","201489",2014,5,44.35755,-68.16837,25.5,2231.28,11203,1135.76,1095.52,0.8596,1565,757,808,184,1381,5418.95910543131,5784.04089456869,1317.15782747604,9885.84217252396,30,150
"1523","20149",2014,5,43.15183,-70.37942,48.7,18.56,90,8.8,9.76,0.8049,90,48,42,8,82,48,42,8,82,6,126
"1524","201490",2014,5,44.44243,-68.22205,26,31.37,134,19.88,11.49,0.6164,134,52,82,6,128,52,82,6,128,30,150
"1525","201491",2014,5,44.41152,-68.23077,9.3,48.57,189,24.57,24,0.8323,189,92,97,17,172,92,97,17,172,30,150
"1526","201492",2014,6,44.14805,-67.7903,81.9,25.98,52,6.68,19.3,0.8141,52,40,12,0,52,40,12,0,52,2,153
"1527","201493",2014,6,44.18652,-67.82097,75.2,17.16,38,3.56,13.6,0.6825,38,29,9,0,38,29,9,0,38,2,153
"1528","201494",2014,6,44.2364,-67.89262,41.6,51.3,195,24.64,26.66,0.79,195,104,91,13,182,104,91,13,182,2,153
"1529","201495",2014,6,44.2608,-67.89852,39,86.7,398,43.54,43.16,0.847,398,205,193,39,359,205,193,39,359,2,153
"1530","201496",2014,6,44.3017,-67.86935,34.2,109.07,517,64.02,45.05,0.8322,517,237,280,75,442,237,280,75,442,2,153
"1531","201497",2014,6,44.39892,-67.68805,27,134.64,620,66.66,67.98,0.6855,620,335,285,98,522,335,285,98,522,3,154
"1532","201498",2014,6,44.25903,-67.67365,56.5,13.78,27,5.92,7.86,0.7392,27,19,8,1,26,19,8,1,26,3,154
"1533","201499",2014,6,44.27883,-67.64088,53.1,20.29,42,10.64,9.65,0.8597,42,21,21,0,42,21,21,0,42,3,154
"1534","20001",2000,10,43.0215,-70.5658,33,6,16,3,3,0.66,16,7,8,0,16,7.46666666666667,8.53333333333333,0,16,30,304
"1535","200010",2000,11,43.4209,-70.2942,34.5,36.5,165,20.5,16,0.79,165,66,99,22,143,66,99,22,143,3,308
"1536","200011",2000,11,43.5055,-70.3494,7,0.4,2,0.2,0.2,0.94,2,1,1,0,2,1,1,0,2,3,308
"1537","200012",2000,11,43.512,-70.1943,34.6,70,383,42,28,0.85,170,89,81,40,130,200.511764705882,182.488235294118,90.1176470588235,292.882352941176,4,309
"1538","200013",2000,11,43.3987,-70.2338,48,11,44,6,5,0.93,44,22,22,4,40,22,22,4,40,4,309
"1539","200014",2000,11,43.4058,-70.138,52,2,3,1,1,0.74,3,1,2,0,3,1,2,0,3,4,309
"1540","200015",2000,11,43.50518,-70.04458,55,6.25,9,3.5,2.75,0.93,0,0,0,0,0,0,0,0,0,4,309
"1541","200016",2000,11,43.5177,-70.1136,42,27.5,129,12.5,15,0.98,129,70,59,9,120,70,59,9,120,4,309
"1542","200017",2000,11,43.6487,-70.0962,20.7,28.5,149,14,14.5,0.95,149,82,67,40,109,82,67,40,109,6,311
"1543","200018",2000,11,43.725,-69.9106,12.5,1.1,3,0.5,0.6,1.15,3,2,1,0,3,2,1,0,3,6,311
"1544","200019",2000,11,43.5986,-69.875,45,15,35,8,7,1.01,35,19,16,0,35,19,16,0,35,7,312
"1545","20002",2000,10,43.002,-70.5171,46,3.9,15,2.8,1.1,0.82,14,5,9,0,14,5.35714285714286,9.64285714285714,0,15,30,304
"1546","200020",2000,11,43.6476,-69.8064,19,42,106,19,23,1.14,106,54,52,1,105,54,52,1,105,7,312
"1547","200021",2000,11,43.7114,-69.7724,16.6,5.5,17,2.75,2.75,0.77,17,9,8,0,17,9,8,0,17,7,312
"1548","200022",2000,11,43.7935,-69.6454,17,15,113,9,6,0.87,113,55,58,34,79,55,58,34,79,8,313
"1549","200023",2000,11,43.742,-69.6499,34,106,449,47,59,0.76,449,246,203,36,413,246,203,36,413,8,313
"1550","200024",2000,11,43.5411,-69.6942,62,0.75,1,0,0.75,0.93,1,1,0,0,1,1,0,0,1,8,313
"1551","200025",2000,11,43.6245,-69.6013,52,7.5,8,0.5,7,0.9,8,7,1,0,8,7,1,0,8,8,313
"1552","200026",2000,11,43.8046,-69.5291,30,124.5,573,66.5,58,0.58,575,309,266,132,443,307.925217391304,265.074782608696,131.540869565217,441.459130434783,9,314
"1553","200027",2000,11,43.8251,-69.4877,36,70.5,239,33,37.5,0.69,239,156,83,43,196,156,83,43,196,9,314
"1554","200028",2000,11,43.904,-69.456,10,3.5,12,1.5,2,0.77,12,7,5,3,9,7,5,3,9,9,314
"1555","200029",2000,11,43.7021,-69.2933,58,8.75,4,6,2.75,0.57,4,2,2,0,4,2,2,0,4,10,315
"1556","20003",2000,11,42.9354,-70.7462,13,7,33,4,3,0.89,33,14,19,3,30,14,19,3,30,1,306
"1557","200030",2000,11,43.8446,-69.2924,36,254.75,1106,122.5,132.25,0.99,517,209,308,109,408,447.106382978723,658.893617021277,233.179883945841,872.820116054159,10,315
"1558","200031",2000,11,43.8351,-69.1135,34,110.5,259,62.5,48,0.9,259,105,154,26,233,105,154,26,233,13,318
"1559","200032",2000,11,43.858,-69.0842,32,196.75,612,74,112.75,1.11,613,333,280,28,585,332.456769983687,279.543230016313,27.9543230016313,584.045676998369,13,318
"1560","200033",2000,11,43.9265,-69.122,20,137.5,466,73,64.5,0.94,466,333,133,56,410,333,133,56,410,13,318
"1561","200034",2000,11,43.953,-69.1426,19,189.5,1020,113.75,75.75,0.79,906,398,508,141,765,448.079470198675,571.920529801325,158.741721854305,861.258278145695,13,318
"1562","200035",2000,11,44.39937,-68.8781,11,1.75,4,1.75,0,1.07,4,0,4,0,4,0,4,0,4,14,319
"1563","200036",2000,11,44.41567,-68.83356,10,0,0,0,0,0.977,0,0,0,0,0,0,0,0,0,14,319
"1564","200037",2000,11,44.1872,-68.8967,26,2.4,6,1.5,0.9,1.02,6,2,4,0,6,2,4,0,6,14,319
"1565","200038",2000,11,44.1306,-68.9756,38,17.5,10,16.8,0.7,1.11,10,2,8,0,10,2,8,0,10,14,319
"1566","200039",2000,11,43.8507,-68.9297,16,20.5,3,0,20.5,0.56,3,3,0,0,3,3,0,0,3,15,320
"1567","20004",2000,11,42.9555,-70.6667,23,13,47,7.75,5.25,0.94,47,19,28,1,46,19,28,1,46,1,306
"1568","200040",2000,11,43.9285,-68.8612,48,134,242,72,62,0.75,242,124,118,1,241,124,118,1,241,16,321
"1569","200041",2000,11,43.9258,-68.7467,50,78.25,71,55.75,22.5,0.84,71,33,38,0,71,33,38,0,71,16,321
"1570","200042",2000,11,43.8859,-68.7451,48,146.2,124,74.5,71.7,0.76,124,77,47,0,124,77,47,0,124,16,321
"1571","200043",2000,11,44.1417,-68.7586,28,5,3,4.5,0.5,0.91,0,0,0,0,0,0,0,0,0,20,325
"1572","200044",2000,11,43.9039,-68.6356,50,23.5,9,23.5,4,0.95,9,5,4,0,9,5,4,0,9,20,325
"1573","200045",2000,11,44.1566,-68.544,16,17.5,50,12,5.5,0.99,50,16,34,0,50,16,34,0,50,21,326
"1574","200046",2000,11,44.0078,-68.5552,37.5,13,27,8,5,1.41,27,8,19,0,27,8,19,0,27,21,326
"1575","200047",2000,11,43.9073,-68.5372,50,15.25,9,10.25,5,0.89,9,3,6,0,9,3,6,0,9,21,326
"1576","200048",2000,11,44.0436,-68.3214,46,11.7,16,7.5,4.2,0.94,16,9,7,0,16,9,7,0,16,21,326
"1577","200049",2000,11,44.134,-68.2498,30,8.25,23,6,2.25,0.87,23,7,16,0,23,7,16,0,23,22,327
"1578","20005",2000,11,42.9528,-70.5948,34,22.5,71,15,7.5,0.83,71,26,45,3,68,26,45,3,68,1,306
"1579","200050",2000,11,44.2142,-68.4205,15,18.5,48,12.25,6.25,0.99,48,19,29,1,47,19,29,1,47,22,327
"1580","200051",2000,11,44.3695,-68.4827,13,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,22,327
"1581","200052",2000,11,44.1185,-68.1016,50,10.5,27,6.25,4.25,0.99,27,11,16,0,27,11,16,0,27,27,332
"1582","200053",2000,11,44.2217,-68.075,38,5.9,15,1.9,4,0.97,15,10,5,0,15,10,5,0,15,27,332
"1583","200054",2000,11,44.3068,-68.1718,26,36.75,96,22.25,14.5,1.01,96,50,46,7,89,50,46,7,89,28,333
"1584","200055",2000,11,44.2889,-68.1292,35,23.75,70,13.5,10.25,1.03,70,33,37,1,69,33,37,1,69,28,333
"1585","200056",2000,11,44.3618,-68.1563,28,2.3,7,0.3,2,1.01,7,6,1,0,7,6,1,0,7,28,333
"1586","200057",2000,11,44.4063,-68.2264,8.5,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,28,333
"1587","200058",2000,11,44.4434,-68.297,5.9,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,28,333
"1588","200059",2000,11,44.1614,-67.8835,51.8,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,29,334
"1589","20006",2000,11,42.9808,-70.6519,12,18,72,11.75,6.25,1.16,72,29,43,2,70,29,43,2,70,1,306
"1590","200060",2000,11,44.1623,-67.9533,46,1.85,6,0.7,1.15,1.03,6,2,4,1,5,2,4,1,5,29,334
"1591","200061",2000,11,44.2915,-67.9933,36,12.75,43,7.5,5.25,0.93,43,18,25,0,43,18,25,0,43,29,334
"1592","200062",2000,11,44.2968,-67.8075,36,11,64,6,5.1,0.99,64,35,29,15,49,35,29,15,49,30,335
"1593","200063",2000,11,44.3341,-67.8553,30,13.4,55,7.7,5.9,1.03,55,24,31,0,55,24,31,0,55,30,335
"1594","200064",2000,11,44.3863,-67.9405,16.6,8.15,18,6.75,1.4,1.14,18,4,14,0,18,4,14,0,18,30,335
"1595","200065",2000,11,44.3799,-68.0242,16,1.2,6,0.4,0.8,1.21,6,5,1,2,4,5,1,2,4,30,335
"1596","200066",2000,12,44.2711,-67.6418,52,2.7,2,0,2.7,0.78,2,2,0,0,2,2,0,0,2,1,336
"1597","200067",2000,12,44.3,-67.6885,49.7,20.5,9,17.5,3,1.41,9,4,5,0,9,4,5,0,9,1,336
"1598","200068",2000,12,44.4185,-67.7505,24,22.4,69,13.2,9.2,1.5,69,31,38,0,69,31,38,0,69,1,336
"1599","200069",2000,12,44.4548,-67.7262,16,7.5,20,3.5,4,0.83,20,10,10,0,20,10,10,0,20,1,336
"1600","20007",2000,11,43.0692,-70.4196,49,8,18,3,5,0.96,18,12,6,0,18,12,6,0,18,2,307
"1601","200070",2000,12,44.4566,-67.6402,15,38.5,157,23,15.5,1.04,157,66,91,2,155,66,91,2,155,2,337
"1602","200071",2000,12,44.3866,-67.5442,46.5,15,49,8,7,1.13,49,23,26,0,49,23,26,0,49,2,337
"1603","200072",2000,12,44.4561,-67.382,36,15.5,54,7.5,8,1.08,54,28,26,3,51,28,26,3,51,2,337
"1604","200073",2000,12,44.5413,-67.5056,16.6,33.5,108,13.75,19.75,1.06,108,63,45,13,95,63,45,13,95,2,337
"1605","200074",2000,12,44.5834,-67.3111,31,20,104,9,11,1.49,104,51,53,21,83,51,53,21,83,3,338
"1606","200075",2000,12,44.6099,-67.2209,48.5,6,17,4.25,1.75,1.51,17,4,13,0,17,4,13,0,17,3,338
"1607","200076",2000,12,44.4596,-67.2063,59,0.7,1,0,0.7,0.85,1,1,0,0,1,1,0,0,1,3,338
"1608","200077",2000,12,44.6956,-67.0423,46.8,13.25,36,0,0,1.16,36,14,22,1,35,14,22,1,35,4,339
"1609","200078",2000,12,44.6968,-66.9431,55.2,5.25,6,0.5,4.75,1.17,6,5,1,0,6,5,1,0,6,4,339
"1610","20008",2000,11,43.1421,-70.3947,46,20,59,13,7,1.21,59,20,39,0,59,20,39,0,59,2,307
"1611","20009",2000,11,43.2968,-70.4961,19,14.25,85,7.25,7,0.74,87,40,47,30,57,39.0804597701149,45.9195402298851,29.3103448275862,55.6896551724138,3,308
"1612","20011",2001,9,42.9337,-70.7499,14.9,52.5,216,24.1,28.4,0.68,216,118,98,1,215,118,98,1,215,24,267
"1613","200110",2001,9,42.9543,-70.4738,52.5,0.6,1,0.6,0,0.76,1,0,1,0,1,0,1,0,1,26,269
"1614","200111",2001,9,42.9383,-70.5113,47,3.7,10,1.9,1.8,0.99,10,5,5,0,10,5,5,0,10,26,269
"1615","200112",2001,9,43.3666,-70.1938,55,2.1,5,2.1,0,0.75,5,0,5,0,5,0,5,0,5,27,270
"1616","200113",2001,9,43.4037,-70.1359,59,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,27,270
"1617","200114",2001,9,43.4205,-70.2323,47,15.4,53,8.2,7.2,0.99,53,26,27,0,53,26,27,0,53,27,270
"1618","200115",2001,9,43.4183,-70.2913,29,43.8,182,25.9,17.9,1.08,162,77,1,12,150,179.666666666667,2.33333333333333,13.4814814814815,168.518518518519,27,270
"1619","200116",2001,9,43.5317,-70.2805,12.3,71.4,266,34.6,36.8,0.77,266,137,129,52,214,137,129,52,214,28,271
"1620","200117",2001,9,43.4705,-70.2679,25,49.25,272,24.75,24.5,0.6,218,107,111,21,197,133.504587155963,138.495412844037,26.2018348623853,245.798165137615,28,271
"1621","200118",2001,10,43.6681,-69.9757,29.1,49.8,369,32.5,17.3,1.16,369,185,1,172,197,367.016129032258,1.98387096774194,172,197,1,274
"1622","200119",2001,10,43.519,-70.0311,56,0.25,4,0.1,0.15,0.85,4,2,2,2,2,2,2,2,2,1,274
"1623","20012",2001,9,42.879,-70.6959,27,3.7,14,2.1,1.6,0.89,14,8,6,2,12,8,6,2,12,24,267
"1624","200120",2001,10,43.4967,-70.2088,34,51.7,326,31.1,20.6,0.9,326,150,176,82,244,150,176,82,244,1,274
"1625","200121",2001,10,43.5904,-69.9334,48.6,4.5,14,1.7,2.8,0.83,14,9,5,0,14,9,5,0,14,2,275
"1626","200122",2001,10,43.6036,-69.9005,47,8.3,24,5.85,2.45,0.84,24,9,15,1,23,9,15,1,23,2,275
"1627","200123",2001,10,43.6133,-69.8571,41,8.85,36,5.2,3.65,0.9,36,17,19,3,33,17,19,3,33,2,275
"1628","200124",2001,10,43.6515,-69.8086,21.1,26.6,60,14.4,12.2,0.8,60,34,26,2,58,34,26,2,58,2,275
"1629","200125",2001,10,43.7095,-69.7206,25.2,40.75,154,16.75,24,0.67,154,84,70,30,124,84,70,30,124,2,275
"1630","200126",2001,10,43.7803,-69.6945,27.1,145.2,758,83.4,61.8,0.88,758,339,419,202,556,339,419,202,556,3,276
"1631","200127",2001,10,43.6705,-69.8552,16,94.1,293,39.2,54.9,0.88,293,171,122,7,286,171,122,7,286,3,276
"1632","200128",2001,10,43.6736,-69.872,14.6,61.3,254,29.4,31.9,0.76,254,128,126,25,229,128,126,25,229,3,276
"1633","200129",2001,10,43.6963,-69.7634,18.5,118.4,312,56.8,61.6,0.8,312,169,143,20,292,169,143,20,292,3,276
"1634","20013",2001,9,42.8728,-70.6595,35,5.9,21,4.2,1.7,0.89,21,8,13,0,21,8,13,0,21,24,267
"1635","200130",2001,10,43.7059,-69.7443,13,102.5,318,49.7,52.8,0.81,318,159,159,9,309,159,159,9,309,3,276
"1636","200131",2001,10,43.7348,-69.6488,36.6,84.3,263,42.9,41.4,0.87,263,135,128,17,246,135,128,17,246,4,277
"1637","200132",2001,10,43.7113,-69.5309,57,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,4,277
"1638","200133",2001,10,43.7344,-69.505,59,0.9,1,0,0,1.01,1,1,0,0,1,1,0,0,1,4,277
"1639","200134",2001,10,43.7227,-69.4074,51.6,2.94,4,0.72,2.22,0.93,4,3,1,0,4,3,1,0,4,5,278
"1640","200135",2001,10,43.8414,-69.4826,33.9,58.15,322,30.6,27.55,0.93,322,162,160,84,238,162,160,84,238,5,278
"1641","200136",2001,10,43.8566,-69.5279,15.9,184.6,965,90.9,93.7,0.87,351,160,4,123,228,941.463414634146,23.5365853658537,338.162393162393,626.837606837607,5,278
"1642","200137",2001,10,43.8561,-69.0831,33.3,84.2,252,47.7,36.5,0.88,252,122,130,16,236,122,130,16,236,8,281
"1643","200138",2001,10,43.7979,-69.1223,50.3,31.9,58,21.7,10.2,1.05,58,28,30,4,54,28,30,4,54,8,281
"1644","200139",2001,10,43.759,-69.1287,51.2,1.29,3,0,1.29,0.74,3,3,0,0,3,3,0,0,3,8,281
"1645","20014",2001,9,42.8608,-70.7365,19,5.1,19,2.8,2.3,0.88,19,8,11,1,18,8,11,1,18,24,267
